region_name,state_name,lat_max,lat_min,lng_max,lng_min,lat_avg,lng_avg,yearly_sunlight_kwh_kw_threshold_avg,count_qualified,percent_covered,percent_qualified,number_of_panels_n,number_of_panels_s,number_of_panels_e,number_of_panels_w,number_of_panels_f,number_of_panels_median,number_of_panels_total,kw_median,kw_total,yearly_sunlight_kwh_n,yearly_sunlight_kwh_s,yearly_sunlight_kwh_e,yearly_sunlight_kwh_w,yearly_sunlight_kwh_f,yearly_sunlight_kwh_median,yearly_sunlight_kwh_total,install_size_kw_buckets_json,carbon_offset_metric_tons,existing_installs_count
Island County,Washington,48.3979075,47.9074506,-122.3499103,-122.7543114,48.1985969109461,-122.589447753056,851.7,6701,47.9605503470108,85.0596598121351,35730,101279,71019,98082,198742,39,504852,9.75,126213,7842698.50749511,27015143.288385,16750998.7028107,24228277.7268983,50520325.3241913,9443.63530273437,126357443.54978,"[[0,1104],[5,2311],[10,1545],[15,708],[20,343],[25,147],[30,68],[35,55],[40,45],[45,21],[50,35],[55,33],[60,19],[65,21],[70,16],[75,17],[80,17],[85,12],[90,18],[95,11],[100,12],[105,9],[110,8],[115,2],[120,6],[125,5],[130,8],[135,4],[140,3],[145,1],[150,3],[155,2],[160,12],[165,2],[170,1],[175,1],[180,1],[185,3],[190,3],[200,3],[205,4],[215,3],[220,1],[225,1],[235,2],[240,4],[250,1],[255,2],[260,3],[265,2],[275,2],[285,2],[290,1],[295,1],[315,1],[320,1],[325,1],[335,2],[345,1],[350,1],[365,1],[370,1],[385,1],[390,1],[420,1],[435,1],[445,1],[450,1],[460,1],[475,1],[495,1],[520,1],[530,1],[600,1],[610,1],[640,1],[650,1],[740,1],[760,1],[790,1],[795,1],[940,1],[995,5],[1000,3]]",33599.4984879158,13
Isle of Wight County,Virginia,37.13123,36.6787195,-76.4981697,-76.9135271,36.9497986573484,-76.6165896637714,948.6,3,0.022483699317995,100,58,5,62,26,0,32,151,8,37.75,15723.1920898438,1270.19281005859,16942.8341796875,7765.05318603516,0,9018.25346679687,41701.272265625,"[[0,1],[5,1],[25,1]]",24.4805857651278,0
Jackson County,Oregon,42.9072287,42.0682584,-122.3663591,-123.2290719,42.3340233609421,-122.855971109572,1111.8,47127,74.1954535909282,83.3648794466753,177934,804828,516201,683597,1329709,41,3512269,10.25,878067.25,51294287.0356931,278773387.482086,159247645.730902,214924357.789862,439023134.702704,13412.5808105469,1143262812.74125,"[[0,7644],[5,14148],[10,11968],[15,6042],[20,2569],[25,1180],[30,564],[35,411],[40,277],[45,219],[50,185],[55,147],[60,140],[65,123],[70,96],[75,76],[80,95],[85,58],[90,68],[95,63],[100,65],[105,50],[110,44],[115,59],[120,46],[125,39],[130,32],[135,29],[140,30],[145,28],[150,31],[155,25],[160,21],[165,18],[170,29],[175,21],[180,12],[185,12],[190,16],[195,8],[200,15],[205,18],[210,20],[215,7],[220,11],[225,10],[230,8],[235,7],[240,9],[245,14],[250,8],[255,6],[260,8],[265,10],[270,5],[275,4],[280,7],[285,4],[290,3],[295,6],[300,1],[305,12],[310,4],[315,3],[320,8],[325,1],[330,6],[335,2],[340,4],[345,1],[350,4],[355,1],[360,2],[365,8],[370,5],[375,1],[380,4],[385,4],[390,2],[395,2],[400,4],[410,4],[415,4],[420,1],[425,3],[430,4],[435,4],[440,4],[445,3],[450,3],[460,1],[465,5],[470,2],[475,3],[480,1],[485,1],[490,2],[495,2],[500,1],[505,1],[510,1],[520,1],[525,2],[530,2],[535,2],[540,3],[545,2],[550,3],[565,1],[570,2],[575,2],[580,4],[585,3],[590,1],[595,3],[600,1],[605,1],[610,1],[615,3],[620,1],[625,1],[630,1],[635,1],[640,1],[645,1],[650,1],[655,1],[665,2],[675,1],[690,3],[695,1],[700,1],[715,1],[725,1],[735,1],[740,1],[760,1],[765,1],[795,1],[800,2],[805,1],[815,2],[830,1],[850,1],[865,2],[875,1],[885,2],[905,1],[925,1],[960,2],[975,1],[985,1],[990,5],[995,33],[1000,14]]",304003.120582732,467
Jackson County,Michigan,42.4217904,42.0729351,-84.135155,-84.7148821,42.2387360828856,-84.4068309235846,945.2,11663,64.3845162189471,63.1148871692191,69720,170698,110129,145626,730953,26,1227126,6.5,306781.5,17147939.9018555,50115189.4237305,28938458.908667,39381019.903662,208576644.225171,7064.17526855469,344159252.363087,"[[0,4363],[5,3279],[10,1357],[15,599],[20,325],[25,198],[30,142],[35,133],[40,97],[45,78],[50,89],[55,66],[60,57],[65,68],[70,49],[75,49],[80,34],[85,38],[90,39],[95,31],[100,16],[105,26],[110,22],[115,22],[120,22],[125,19],[130,12],[135,9],[140,13],[145,8],[150,14],[155,25],[160,4],[165,13],[170,5],[175,9],[180,10],[185,12],[190,10],[195,13],[200,5],[205,7],[210,5],[215,5],[220,4],[225,1],[230,7],[235,2],[240,2],[245,4],[250,6],[255,3],[260,3],[265,4],[270,4],[275,9],[280,7],[285,4],[290,2],[295,5],[300,2],[305,3],[310,1],[315,2],[320,2],[325,7],[330,2],[335,1],[340,5],[345,3],[350,1],[355,5],[360,2],[365,1],[370,4],[375,5],[380,1],[385,1],[390,3],[395,1],[405,1],[410,1],[415,2],[420,1],[425,4],[440,2],[445,1],[460,2],[465,2],[470,4],[480,2],[490,2],[495,1],[505,1],[510,2],[515,1],[520,2],[525,1],[530,1],[535,1],[545,2],[550,1],[560,1],[570,4],[585,3],[600,1],[605,1],[615,2],[620,2],[630,1],[635,2],[640,1],[650,2],[655,1],[660,1],[680,1],[700,1],[710,1],[720,1],[730,3],[740,2],[745,1],[815,1],[825,1],[830,1],[850,1],[860,1],[875,1],[880,1],[900,1],[905,1],[910,1],[930,1],[950,1],[955,1],[960,1],[970,1],[980,1],[990,2],[995,29],[1000,12]]",271070.573149666,21
Jackson County,Georgia,34.2603494,33.9698664,-83.3612095,-83.8154998,34.13062192992,-83.5735758530273,1093.95,420,6.23117665385814,70,4041,8638,5763,5554,7890,40,31886,10,7971.5,1130164.33850708,2982184.34484863,1764143.71124267,1753520.25487671,2595553.40482178,12454.6640136719,10225566.0542969,"[[0,87],[5,122],[10,82],[15,51],[20,27],[25,13],[30,4],[35,4],[40,3],[45,2],[50,1],[55,1],[60,2],[65,2],[80,1],[90,1],[100,2],[105,1],[115,1],[120,1],[145,1],[150,2],[155,1],[160,1],[175,1],[200,1],[210,2],[220,1],[265,1],[270,1]]",6079.97922389254,0
Jackson County,Missouri,39.2111568,38.8352384,-94.1109643,-94.6079981,39.0112699574837,-94.4536789090205,1077.8,147356,93.5918750761515,61.8823045232926,154456,2033555,1083189,1281904,5941289,25,10494393,6.25,2623598.25,42585872.8481079,667325957.049948,317291631.330635,382034085.513237,1881017356.08846,7855.51821289062,3290254902.83041,"[[0,51653],[5,55677],[10,18047],[15,6080],[20,2762],[25,1708],[30,1258],[35,1022],[40,866],[45,765],[50,614],[55,516],[60,438],[65,383],[70,297],[75,328],[80,264],[85,239],[90,223],[95,203],[100,172],[105,191],[110,144],[115,139],[120,154],[125,146],[130,116],[135,82],[140,112],[145,90],[150,84],[155,88],[160,80],[165,72],[170,60],[175,60],[180,64],[185,55],[190,69],[195,54],[200,58],[205,45],[210,52],[215,37],[220,40],[225,28],[230,33],[235,46],[240,35],[245,31],[250,33],[255,37],[260,31],[265,34],[270,29],[275,33],[280,19],[285,23],[290,22],[295,22],[300,22],[305,28],[310,21],[315,21],[320,32],[325,22],[330,23],[335,17],[340,22],[345,14],[350,18],[355,13],[360,17],[365,14],[370,13],[375,10],[380,14],[385,13],[390,17],[395,17],[400,13],[405,7],[410,12],[415,13],[420,13],[425,14],[430,10],[435,10],[440,16],[445,8],[450,11],[455,9],[460,13],[465,17],[470,11],[475,7],[480,14],[485,9],[490,11],[495,7],[500,4],[505,10],[510,8],[515,12],[520,13],[525,4],[530,4],[535,12],[540,9],[545,8],[550,8],[555,10],[560,13],[565,11],[570,4],[575,6],[580,6],[585,3],[590,6],[595,5],[600,3],[605,6],[610,6],[615,2],[620,3],[625,6],[630,4],[635,7],[640,4],[645,3],[650,2],[655,7],[660,4],[665,10],[670,6],[675,5],[680,4],[685,5],[690,6],[695,3],[700,6],[705,4],[710,2],[715,2],[720,7],[725,2],[730,2],[735,4],[740,1],[745,5],[750,5],[755,3],[760,2],[765,6],[770,1],[775,7],[780,3],[785,6],[790,7],[795,3],[800,10],[805,3],[810,2],[815,4],[825,3],[830,1],[835,2],[840,1],[845,1],[850,3],[855,2],[860,2],[865,2],[870,5],[875,4],[880,1],[885,1],[890,7],[895,1],[900,4],[905,2],[910,4],[915,6],[920,1],[925,3],[930,4],[935,2],[940,4],[945,1],[950,4],[955,2],[960,1],[965,1],[970,6],[980,3],[985,1],[990,7],[995,160],[1000,99]]",2297833.66911905,470
Jackson County,Mississippi,30.7330218,30.3216092,-88.4274862,-88.8833402,30.4249149681243,-88.6683915005315,1138.15,43244,96.438160995123,81.9061689111124,272098,674000,440566,563106,1013819,41,2963589,10.25,740897.25,81557248.0147921,234698067.607396,141985645.776287,179898494.704956,350192831.672962,13120.4962402344,988332287.776401,"[[0,7463],[5,13312],[10,10532],[15,5283],[20,2446],[25,1167],[30,624],[35,377],[40,282],[45,205],[50,177],[55,116],[60,111],[65,99],[70,89],[75,69],[80,55],[85,43],[90,50],[95,51],[100,44],[105,37],[110,34],[115,29],[120,26],[125,26],[130,18],[135,28],[140,19],[145,19],[150,20],[155,14],[160,15],[165,13],[170,16],[175,9],[180,10],[185,13],[190,9],[195,11],[200,9],[205,7],[210,5],[215,10],[220,10],[225,5],[230,4],[235,5],[240,6],[245,5],[250,4],[255,5],[260,4],[265,3],[270,4],[275,3],[280,3],[285,2],[290,3],[295,1],[300,3],[305,3],[310,6],[315,5],[320,1],[325,2],[330,1],[335,3],[340,2],[350,5],[355,1],[360,2],[365,3],[370,3],[380,3],[385,5],[395,1],[400,1],[410,1],[415,1],[420,1],[425,1],[430,1],[435,2],[440,2],[445,2],[450,2],[455,2],[465,3],[470,3],[475,1],[480,2],[485,1],[490,2],[495,2],[500,2],[505,1],[510,1],[515,1],[520,2],[525,2],[530,1],[535,1],[555,1],[565,1],[575,2],[580,2],[590,1],[605,1],[610,1],[640,1],[655,2],[670,3],[680,1],[685,1],[700,2],[720,1],[725,1],[730,1],[750,1],[755,3],[760,2],[765,1],[790,1],[795,2],[820,1],[830,1],[845,2],[850,1],[855,1],[860,1],[875,1],[885,1],[890,1],[905,2],[910,2],[925,1],[935,1],[945,1],[955,2],[990,2],[995,27],[1000,15]]",587287.928114845,39
Jasper County,Missouri,37.3419612,37.0498661,-94.0577787,-94.604449,37.1225041992172,-94.4592673363431,1090.55,35740,92.7494662382195,83.1027507149999,117827,548597,402870,465764,1309640,39,2844698,9.75,711174.5,33234074.8427552,190511899.036396,122364983.294788,143958457.636741,427345388.6099,12595.8412109375,917414803.42058,"[[0,7029],[5,10673],[10,7715],[15,4408],[20,2005],[25,924],[30,485],[35,317],[40,239],[45,187],[50,156],[55,127],[60,96],[65,112],[70,77],[75,62],[80,66],[85,59],[90,64],[95,59],[100,53],[105,37],[110,31],[115,37],[120,33],[125,29],[130,28],[135,27],[140,24],[145,23],[150,20],[155,17],[160,17],[165,17],[170,16],[175,20],[180,8],[185,18],[190,21],[195,8],[200,9],[205,12],[210,14],[215,8],[220,6],[225,10],[230,10],[235,10],[240,5],[245,8],[250,6],[255,5],[260,5],[265,7],[270,5],[275,4],[285,3],[290,6],[295,3],[300,11],[305,4],[310,3],[315,4],[320,5],[325,5],[330,4],[335,5],[340,4],[345,3],[350,1],[355,5],[360,7],[365,1],[370,2],[375,2],[380,3],[385,3],[390,5],[395,3],[400,4],[405,4],[415,2],[420,5],[425,2],[435,1],[440,2],[445,2],[450,4],[455,4],[460,2],[465,1],[470,1],[475,1],[485,1],[490,2],[495,1],[500,2],[505,1],[515,1],[520,2],[525,2],[530,1],[540,1],[545,2],[550,2],[555,2],[560,1],[565,2],[575,1],[580,1],[590,3],[595,1],[610,1],[620,2],[625,1],[635,1],[650,1],[655,1],[660,1],[665,1],[670,2],[675,1],[680,4],[685,2],[690,1],[695,1],[700,1],[725,1],[745,1],[750,1],[775,3],[790,1],[805,1],[830,1],[835,2],[840,2],[850,1],[860,2],[865,1],[880,1],[905,1],[915,1],[925,1],[930,1],[940,1],[945,2],[960,1],[970,1],[985,1],[990,1],[995,52],[1000,14]]",771152.398745777,29
Jasper County,South Carolina,32.6348851,32.066963,-80.8691498,-81.1465158,32.2888669246099,-81.0241066323693,1126.25,32,1.10255876846266,60.377358490566,91,279,305,79,1267,32,2021,8,505.25,27777.0427124023,94291.2028686524,103769.439355469,27052.2205688477,441530.566955566,11075.4510253906,694420.472460938,"[[0,14],[5,5],[10,5],[15,2],[20,1],[25,1],[40,1],[45,1],[85,1],[95,1]]",407.657105156328,0
Jefferson County,Missouri,38.5015496,38.0621796,-90.3397612,-90.7483426,38.3939744457869,-90.4684651461494,1056.55,18274,34.9839483585902,90.1573831960136,84898,270514,184671,213583,332633,38,1086299,9.5,271574.75,23110528.1052063,88911890.0825994,54481409.7866639,64413931.4908448,104880520.040686,11767.8100585938,335798279.506,"[[0,2629],[5,6755],[10,5202],[15,2133],[20,635],[25,201],[30,97],[35,69],[40,54],[45,42],[50,43],[55,33],[60,34],[65,20],[70,16],[75,21],[80,23],[85,12],[90,12],[95,11],[100,10],[105,13],[110,6],[115,13],[120,9],[125,7],[130,12],[135,14],[140,9],[145,12],[150,4],[155,7],[160,3],[165,5],[170,2],[175,3],[180,4],[185,1],[190,2],[195,4],[205,4],[210,4],[215,1],[220,1],[225,2],[235,1],[240,4],[245,1],[250,2],[255,1],[265,2],[270,2],[280,1],[285,1],[300,3],[305,1],[310,2],[320,1],[330,1],[350,3],[355,2],[360,1],[365,1],[390,1],[395,1],[415,2],[430,1],[435,1],[460,1],[475,1],[480,1],[495,1],[505,1],[510,1],[520,1],[525,1],[530,1],[540,1],[555,1],[585,1],[600,1],[630,1],[670,1],[685,1],[710,2],[720,1],[780,1],[785,1],[845,1],[865,2],[940,1],[955,1],[985,1],[990,2],[995,8],[1000,7]]",283345.974551539,80
Jefferson County,Pennsylvania,41.3263597,40.9097833,-78.7379452,-79.2069472,41.0767922716183,-78.9590548289396,931.6,513,9.70982142857143,58.9655172413793,1931,4820,3343,4345,10150,23,24589,5.75,6147.25,474313.186102295,1385816.54935913,870626.451953125,1179819.99481812,2868222.64451904,6233.51733398438,6778798.82675171,"[[0,215],[5,140],[10,63],[15,30],[20,19],[25,10],[30,8],[35,3],[40,6],[45,2],[50,1],[55,3],[60,1],[65,1],[70,1],[75,2],[80,2],[85,1],[120,1],[135,1],[145,2],[390,1]]",4307.659783557,0
Jefferson County,Alabama,33.8293655,33.2462046,-86.5168823,-87.3040401,33.5138562457054,-86.8176550325637,1070.15,168419,91.2708790113614,73.5605124195796,915699,2581824,1747230,1931317,6575676,33,13751746,8.25,3437936.5,257438540.197682,845476939.500072,533749482.623087,577655327.151256,2143722650.89821,10178.3731445313,4358042940.37029,"[[0,41136],[5,59326],[10,31995],[15,12936],[20,5336],[25,2776],[30,1834],[35,1288],[40,1119],[45,859],[50,732],[55,670],[60,567],[65,543],[70,437],[75,406],[80,366],[85,355],[90,298],[95,269],[100,268],[105,248],[110,202],[115,186],[120,197],[125,205],[130,168],[135,131],[140,137],[145,144],[150,113],[155,103],[160,105],[165,92],[170,92],[175,76],[180,91],[185,83],[190,64],[195,70],[200,70],[205,58],[210,67],[215,49],[220,48],[225,35],[230,36],[235,65],[240,40],[245,37],[250,35],[255,43],[260,28],[265,36],[270,31],[275,25],[280,31],[285,27],[290,24],[295,26],[300,34],[305,29],[310,29],[315,31],[320,22],[325,25],[330,21],[335,24],[340,26],[345,28],[350,18],[355,26],[360,18],[365,21],[370,25],[375,19],[380,16],[385,16],[390,12],[395,23],[400,14],[405,23],[410,18],[415,14],[420,8],[425,16],[430,14],[435,10],[440,8],[445,11],[450,15],[455,6],[460,13],[465,18],[470,8],[475,14],[480,21],[485,8],[490,9],[495,13],[500,16],[505,20],[510,6],[515,7],[520,10],[525,9],[530,6],[535,8],[540,6],[545,5],[550,12],[555,8],[560,6],[565,5],[570,9],[575,5],[580,16],[585,7],[590,7],[595,9],[600,5],[605,11],[610,9],[615,5],[620,12],[625,7],[630,13],[635,5],[640,3],[645,8],[650,4],[655,10],[660,1],[665,5],[670,3],[675,7],[680,2],[685,9],[690,5],[695,9],[700,6],[710,5],[715,3],[720,3],[725,8],[730,2],[735,3],[740,3],[745,3],[750,3],[755,9],[760,4],[765,4],[770,6],[775,5],[780,5],[785,6],[790,4],[795,6],[800,3],[805,5],[810,2],[815,6],[820,2],[825,3],[830,3],[835,3],[840,8],[845,3],[850,1],[855,8],[860,5],[865,7],[870,2],[875,8],[880,1],[885,5],[890,1],[895,3],[900,4],[905,2],[910,3],[915,3],[920,2],[925,3],[930,2],[935,5],[940,2],[945,8],[950,4],[955,3],[960,1],[965,3],[970,2],[975,3],[980,3],[985,3],[990,8],[995,212],[1000,108]]",2591231.66322405,138
Jefferson County,Texas,30.1830634,29.6695591,-93.8584819,-94.4429112,30.0066860283592,-94.0718112402524,1070.15,81645,89.5912465053504,87.8536149699246,721005,1280602,879585,1012012,2618320,42,6511524,10.5,1627881,205983272.453157,427625535.355424,275158661.648346,308047407.202666,866183460.148314,13049.3112304688,2082998336.80791,"[[0,12816],[5,24714],[10,18569],[15,10343],[20,5044],[25,2322],[30,1334],[35,834],[40,639],[45,562],[50,466],[55,394],[60,336],[65,276],[70,231],[75,211],[80,162],[85,162],[90,146],[95,132],[100,103],[105,108],[110,87],[115,88],[120,65],[125,72],[130,68],[135,52],[140,55],[145,65],[150,44],[155,38],[160,38],[165,40],[170,40],[175,28],[180,31],[185,28],[190,22],[195,29],[200,25],[205,19],[210,28],[215,26],[220,16],[225,17],[230,25],[235,15],[240,22],[245,19],[250,15],[255,19],[260,19],[265,16],[270,13],[275,12],[280,10],[285,14],[290,19],[295,13],[300,14],[305,6],[310,15],[315,11],[320,6],[325,10],[330,5],[335,5],[340,6],[345,12],[350,5],[355,11],[360,12],[365,5],[370,4],[375,6],[380,9],[385,5],[390,6],[395,4],[400,6],[405,6],[410,4],[415,4],[420,5],[425,2],[430,5],[435,4],[440,4],[445,7],[450,2],[455,5],[460,6],[465,5],[470,2],[475,4],[480,10],[485,3],[490,4],[495,5],[500,1],[505,5],[510,2],[515,4],[520,3],[525,3],[530,5],[535,2],[540,4],[545,2],[550,1],[555,3],[560,2],[565,2],[570,3],[575,6],[580,3],[585,4],[590,3],[595,2],[600,4],[605,1],[610,2],[615,3],[620,3],[630,1],[640,2],[645,4],[650,2],[660,1],[670,2],[675,2],[680,4],[685,2],[690,2],[700,1],[705,2],[710,1],[720,2],[725,2],[730,1],[735,1],[745,1],[750,3],[755,2],[765,4],[770,1],[775,2],[780,1],[785,1],[795,2],[805,1],[810,1],[820,1],[825,3],[830,1],[835,2],[855,2],[860,2],[870,1],[875,1],[880,1],[885,3],[900,1],[905,2],[915,2],[920,1],[925,1],[930,2],[935,1],[945,1],[960,1],[965,1],[970,1],[985,1],[990,8],[995,45],[1000,30]]",1272712.4375395,95
Jefferson County,Colorado,39.9139726,39.1801179,-105.0532414,-105.3989146,39.7203735278091,-105.135830338549,1184.9,124337,84.054636642674,79.516646841385,70675,1683579,999684,1079697,2336570,26,6170205,6.5,1542551.25,21339485.1625854,609569319.142202,330454082.93835,341804426.507623,786470340.62962,8843.12109375,2089637654.38036,"[[0,40072],[5,51954],[10,17932],[15,5796],[20,2335],[25,1273],[30,853],[35,545],[40,399],[45,306],[50,242],[55,213],[60,175],[65,136],[70,120],[75,109],[80,87],[85,65],[90,89],[95,72],[100,74],[105,58],[110,70],[115,52],[120,48],[125,46],[130,35],[135,46],[140,33],[145,35],[150,25],[155,34],[160,26],[165,24],[170,29],[175,21],[180,24],[185,29],[190,22],[195,15],[200,17],[205,26],[210,17],[215,16],[220,19],[225,24],[230,18],[235,12],[240,18],[245,12],[250,16],[255,14],[260,10],[265,5],[270,11],[275,13],[280,9],[285,13],[290,10],[295,9],[300,10],[305,10],[310,14],[315,8],[320,11],[325,12],[330,8],[335,7],[340,5],[345,13],[350,7],[355,14],[360,16],[365,9],[370,4],[375,6],[380,5],[385,11],[390,4],[395,7],[400,7],[405,14],[410,6],[415,9],[420,4],[425,7],[430,9],[435,9],[440,6],[445,5],[450,6],[455,6],[460,2],[465,8],[470,4],[475,3],[480,4],[485,2],[490,4],[495,4],[500,2],[505,2],[510,3],[515,3],[525,3],[535,1],[540,5],[545,2],[550,1],[555,3],[560,2],[570,2],[585,6],[590,1],[595,1],[600,3],[605,6],[610,1],[615,3],[620,3],[625,1],[630,2],[635,1],[640,2],[645,3],[655,4],[660,1],[665,1],[670,3],[675,3],[685,2],[695,6],[700,2],[705,3],[710,1],[715,3],[720,1],[725,5],[730,1],[735,1],[740,2],[745,1],[750,1],[760,2],[765,1],[770,2],[775,1],[780,1],[785,2],[810,3],[835,2],[840,2],[845,1],[850,1],[855,2],[860,1],[865,1],[880,1],[885,2],[890,2],[895,2],[915,1],[920,2],[930,1],[935,1],[945,1],[960,2],[965,4],[980,2],[985,3],[990,5],[995,59],[1000,16]]",1272346.41213413,4562
Jefferson County,Kansas,39.4196061,39.0428394,-95.1949071,-95.5942138,39.1536037827408,-95.3947781989298,1069.3,42,2.51984811874353,57.5342465753425,138,1006,180,215,1170,25,2709,6.25,677.25,36566.2448364258,336542.160986328,51691.0621398926,62699.5886352539,359917.023504639,7278.57822265625,847416.080102539,"[[0,17],[5,13],[10,4],[15,1],[25,2],[35,1],[40,3],[230,1]]",588.230417730002,0
Jefferson County,New York,44.3572549,43.705453,-75.4857374,-76.3704436,44.0240099719556,-75.9069159039011,946.9,3774,36.2250820085794,52.5773195876289,25297,58345,45878,47489,346569,31,523578,7.75,130894.5,6226319.58181762,17493529.989267,12314133.5808045,12755985.1730041,98818056.6069886,8451.28219604492,147608024.931882,"[[0,1300],[5,872],[10,462],[15,206],[20,139],[25,98],[30,86],[35,57],[40,52],[45,41],[50,27],[55,37],[60,18],[65,21],[70,18],[75,23],[80,13],[85,14],[90,13],[95,11],[100,5],[105,11],[110,5],[115,12],[120,14],[125,7],[130,9],[135,13],[140,5],[145,12],[150,8],[155,6],[160,2],[165,1],[170,6],[175,7],[180,6],[185,6],[190,2],[195,2],[200,1],[205,2],[210,4],[215,4],[220,3],[225,2],[230,3],[235,1],[240,3],[245,4],[255,3],[260,3],[265,1],[270,4],[280,2],[285,1],[295,4],[300,3],[305,1],[310,1],[320,2],[325,4],[330,1],[335,2],[340,1],[345,1],[350,1],[360,3],[365,4],[370,1],[380,1],[395,1],[415,1],[440,1],[450,2],[460,1],[480,1],[485,1],[490,1],[500,3],[515,1],[520,1],[535,1],[540,1],[605,1],[615,1],[635,2],[650,1],[665,1],[670,1],[690,1],[695,1],[755,1],[795,1],[805,1],[825,1],[910,1],[925,1],[930,1],[975,1],[995,17],[1000,6]]",53938.7348122426,4
Jefferson County,Wisconsin,43.1979846,42.8427393,-88.5361759,-89.0124996,43.0476045839996,-88.7347478782926,979.2,10429,52.3600843006724,66.6304625606951,33558,159019,125079,133827,572422,34,1023905,8.5,255976.25,8404166.41029052,48278186.8500794,34244016.4976105,36281792.3883056,167007256.925269,9537.61031494141,294215419.071554,"[[0,2912],[5,2901],[10,1801],[15,1010],[20,465],[25,243],[30,152],[35,119],[40,73],[45,64],[50,49],[55,43],[60,39],[65,35],[70,30],[75,28],[80,25],[85,24],[90,25],[95,18],[100,9],[105,13],[110,12],[115,16],[120,13],[125,14],[130,9],[135,16],[140,7],[145,8],[150,8],[155,10],[160,7],[165,4],[170,6],[175,9],[180,6],[185,10],[190,4],[195,2],[200,5],[205,6],[210,3],[220,7],[225,1],[230,1],[235,5],[240,4],[250,2],[260,3],[265,3],[270,2],[275,2],[280,4],[285,3],[290,2],[300,2],[305,2],[310,2],[315,2],[320,1],[325,3],[330,2],[335,3],[340,1],[345,2],[350,3],[365,1],[370,2],[380,1],[385,2],[390,2],[400,1],[405,1],[410,2],[415,2],[420,2],[425,1],[430,1],[440,1],[445,1],[450,1],[455,1],[475,1],[480,1],[485,1],[500,1],[515,2],[525,2],[535,1],[545,1],[550,1],[560,2],[585,1],[590,1],[595,1],[600,1],[610,2],[620,3],[650,1],[660,1],[665,1],[670,1],[710,1],[715,1],[725,1],[765,4],[770,1],[775,1],[790,1],[800,1],[815,1],[830,1],[845,1],[870,1],[875,1],[880,1],[885,1],[905,2],[915,2],[920,1],[945,1],[995,29],[1000,13]]",243561.137202909,4
Jefferson County,Arkansas,34.4586171,34.0901252,-91.7988925,-92.2062791,34.2178676202436,-92.0506805149466,1082.05,24389,88.7102490575765,88.5809755566048,179246,402097,279081,361502,849523,46,2071449,11.5,517862.25,50915471.3192932,137016122.623316,85126009.8987425,112152688.497077,279801643.876568,14416.0215820313,665011936.214995,"[[0,3584],[5,6632],[10,5554],[15,3429],[20,1798],[25,942],[30,485],[35,300],[40,196],[45,158],[50,139],[55,95],[60,82],[65,82],[70,74],[75,49],[80,42],[85,40],[90,53],[95,29],[100,34],[105,30],[110,23],[115,30],[120,18],[125,24],[130,27],[135,17],[140,11],[145,16],[150,9],[155,13],[160,17],[165,11],[170,11],[175,13],[180,14],[185,11],[190,10],[195,7],[200,6],[205,15],[210,6],[215,4],[220,7],[225,10],[230,5],[235,7],[240,6],[245,4],[250,4],[255,3],[260,4],[265,2],[270,5],[275,6],[280,5],[285,3],[290,3],[295,2],[300,2],[305,5],[310,2],[315,5],[320,6],[325,2],[330,3],[335,2],[345,3],[355,2],[360,2],[365,1],[370,5],[375,2],[380,1],[385,2],[390,1],[395,1],[400,3],[405,4],[410,2],[415,1],[420,6],[425,2],[435,1],[440,1],[445,2],[450,4],[460,3],[465,2],[470,4],[475,3],[480,2],[485,2],[490,1],[495,1],[500,1],[520,1],[530,2],[535,1],[540,1],[545,2],[555,1],[560,2],[565,1],[575,2],[580,1],[585,1],[590,2],[600,2],[605,1],[615,1],[630,1],[640,1],[665,1],[670,2],[690,2],[700,1],[705,1],[710,2],[715,2],[720,2],[725,2],[750,1],[770,1],[780,1],[785,1],[795,1],[805,1],[820,1],[905,1],[975,1],[990,1],[995,25],[1000,8]]",406322.437890213,4
